"","X","ID","Dead","Age","Gender","Race","Class","Major1","Major2","Minor1","Minor2","Position","Profession","Industry","City","State","loc","Nurse","lon","lat"
"532",7642,1202768,0,"29","Female","White",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Middleton","MA","Middleton, MA",1,-71.0161643,42.5950939
"533",7643,1273362,0,"29","Female","White",2012,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Dorchester","MA","Dorchester, MA",1,-71.067605,42.3016305
"534",7644,1306621,0,"29","Female","White",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Exeter","NH","Exeter, NH",1,-70.9477546,42.9814292
"535",7645,1315931,0,"28","Female","White",2012,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Medford","MA","Medford, MA",1,-71.1061639,42.4184296
"536",7646,1316302,0,"29","Female","White",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Attleboro","MA","Attleboro, MA",1,-71.2856082,41.9445441
"537",7647,1316675,0,"29","Female","White",2012,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Grafton","MA","Grafton, MA",1,-71.6856236,42.2070391
"538",7648,1318216,0,"29","Female","White",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Norman","OK","Norman, OK",1,-97.4394777,35.2225668
"539",7649,1318791,0,"28","Female","White",2012,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Yarmouth","ME","Yarmouth, ME",1,-70.1867227,43.8006208
"540",7650,1320373,0,"29","Female","",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Groton","CT","Groton, CT",1,-72.0790717,41.3497456
"541",7651,1322224,0,"29","Female","White",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Cambridge","MA","Cambridge, MA",1,-71.1097335,42.3736158
"542",7652,1324038,0,"28","Female","White",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Middleton","MA","Middleton, MA",1,-71.0161643,42.5950939
"543",7653,1324059,0,"28","Female","White",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Salisbury","MA","Salisbury, MA",1,-70.8605982,42.841723
"544",7654,1325147,0,"29","Female","Black or African American",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Quincy","MA","Quincy, MA",1,-71.0022705,42.2528772
"545",7655,1326451,0,"29","Female","White",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Derry","NH","Derry, NH",1,-71.3273346,42.8806437
"546",7656,1330332,0,"29","Female","White",2012,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Andover","MA","Andover, MA",1,-71.1367953,42.6583356
"547",7657,1406207,0,"28","Female","",2012,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Andover","MA","Andover, MA",1,-71.1367953,42.6583356
"548",7658,1406981,0,"","Female","",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Medford","MA","Medford, MA",1,-71.1061639,42.4184296
"549",7659,1409461,0,"29","Female","",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Durham","NC","Durham, NC",1,-78.898619,35.9940329
"550",7660,1412440,0,"37","Female","Black or African American",2012,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","East Providence","RI","East Providence, RI",1,-71.3700545,41.8137116
"551",7661,1420114,0,"","Female","",2012,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Beverly","MA","Beverly, MA",1,-70.880049,42.5584283
"552",7662,1438400,0,"36","Female","White",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Osterville","MA","Osterville, MA",1,-70.3870055,41.6285902
"553",7663,1443230,0,"31","Female","White",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Litchfield","NH","Litchfield, NH",1,-71.4797889,42.8442536
"554",7664,1447306,0,"","Female","",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Shrewsbury","MA","Shrewsbury, MA",1,-71.7128471,42.2959267
"555",7665,1447872,0,"","Female","",2012,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Milton","MA","Milton, MA",1,-71.0661653,42.2495321
"556",7666,517760,0,"36","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Somerville","MA","Somerville, MA",1,-71.0994968,42.3875968
"557",7667,1285954,0,"28","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Raleigh","NC","Raleigh, NC",1,-78.6381787,35.7795897
"558",7668,1309098,0,"29","Female","",2013,"Biology","","Chemistry","","Registered Nurse","","Healthcare/Medical Services","West Roxbury","MA","West Roxbury, MA",1,-71.1626756,42.2797554
"559",7669,1321774,0,"28","Female","",2013,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","San Diego","CA","San Diego, CA",1,-117.1610838,32.715738
"560",7670,1335197,0,"27","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Westford","MA","Westford, MA",1,-71.4378411,42.5792583
"561",7671,1337927,0,"27","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Waltham","MA","Waltham, MA",1,-71.2356113,42.3764852
"562",7672,1342129,0,"27","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Walpole","MA","Walpole, MA",1,-71.2495096,42.1417442
"563",7673,1344669,0,"28","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Norfolk","MA","Norfolk, MA",1,-71.3250563,42.1195426
"564",7674,1371751,0,"27","Female","",2013,"Nursing","","Nutrition","","Registered Nurse","","Healthcare/Medical Services","Leyden","MA","Leyden, MA",1,-72.6300909,42.7000837
"565",7675,1371802,0,"28","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","North Smithfield","RI","North Smithfield, RI",1,-71.5495071,41.9667652
"566",7676,1398790,0,"27","Female","",2013,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"567",7677,1400942,0,"27","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","East Walpole","MA","East Walpole, MA",1,-71.2101068,42.1614952
"568",7678,1402054,0,"28","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Brookline","MA","Brookline, MA",1,-71.1211635,42.3317642
"569",7679,1406650,0,"28","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Beverly","MA","Beverly, MA",1,-70.880049,42.5584283
"570",7680,1407344,0,"27","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Westford","MA","Westford, MA",1,-71.4378411,42.5792583
"571",7681,1438281,0,"32","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Everett","MA","Everett, MA",1,-71.0536625,42.40843
"572",7682,1440633,0,"38","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Brookline","MA","Brookline, MA",1,-71.1211635,42.3317642
"573",7683,1441868,0,"36","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Quincy","MA","Quincy, MA",1,-71.0022705,42.2528772
"574",7684,1448353,0,"28","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Sudbury","MA","Sudbury, MA",1,-71.4161725,42.3834278
"575",7685,1451014,0,"32","Female","White",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Needham","MA","Needham, MA",1,-71.2377548,42.2809285
"576",7686,1455962,0,"33","Female","Latino/a or Hispanic",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Cambridge","MA","Cambridge, MA",1,-71.1097335,42.3736158
"577",7687,1463297,0,"33","Female","White",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Watertown","MA","Watertown, MA",1,-71.1828321,42.3709299
"578",7688,1463870,0,"33","Female","Asian",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Dracut","MA","Dracut, MA",1,-71.3020052,42.6703687
"579",7689,1465364,0,"31","Female","",2013,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Oakland","CA","Oakland, CA",1,-122.2711137,37.8043637
"580",7690,1466463,0,"31","Female","White",2013,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","San Jose","CA","San Jose, CA",1,-121.8863286,37.3382082
"581",7691,1158842,0,"31","Female","Black or African American",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Dorchester","MA","Dorchester, MA",1,-71.067605,42.3016305
"582",7692,1172602,0,"30","Female","American Indian or Alaskan Native",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Arcata","CA","Arcata, CA",1,-124.0828396,40.8665166
"583",7693,1334886,0,"34","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Natick","MA","Natick, MA",1,-71.3468091,42.2775281
"584",7694,1336171,0,"39","Female","",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Houston","TX","Houston, TX",1,-95.3698028,29.7604267
"585",7695,1371511,0,"26","Female","Latino/a or Hispanic",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Jamaica Plain","MA","Jamaica Plain, MA",1,-71.1151431,42.3097365
"586",7696,1387462,0,"26","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Newburyport","MA","Newburyport, MA",1,-70.8772751,42.8125913
"587",7697,1399585,0,"28","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Cambridge","MA","Cambridge, MA",1,-71.1097335,42.3736158
"588",7698,1400386,0,"28","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Belmont","MA","Belmont, MA",1,-71.1776114,42.3956405
"589",7699,1401570,0,"35","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Cambridge","MA","Cambridge, MA",1,-71.1097335,42.3736158
"590",7700,1402679,0,"27","Female","Latino/a or Hispanic",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Lowell","MA","Lowell, MA",1,-71.3161718,42.6334247
"591",7701,1405806,0,"27","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Waltham","MA","Waltham, MA",1,-71.2356113,42.3764852
"592",7702,1406182,0,"28","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Harrisville","NH","Harrisville, NH",1,-72.0964713,42.9450815
"593",7703,1413249,0,"27","Female","Asian",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Burlington","MA","Burlington, MA",1,-71.1956205,42.5047161
"594",7704,1417047,0,"27","Female","Latino/a or Hispanic",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Miami","FL","Miami, FL",1,-80.1917902,25.7616798
"595",7705,1418613,0,"26","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"596",7706,1419315,0,"27","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Winthrop","MA","Winthrop, MA",1,-70.9862693,42.374776
"597",7707,1419708,0,"26","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Weston","MA","Weston, MA",1,-71.3031132,42.3667625
"598",7708,1436418,0,"27","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Woburn","MA","Woburn, MA",1,-71.1522765,42.4792618
"599",7709,1436534,0,"26","Female","Asian",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Brighton","MA","Brighton, MA",1,-71.1626756,42.3463503
"600",7710,1437252,0,"26","Female","White",2014,"","","","","Registered Nurse","","Healthcare/Medical Services","Charlestown","MA","Charlestown, MA",1,-71.0602131,42.3782065
"601",7711,1437920,0,"27","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","New York","NY","New York, NY",1,-74.0059728,40.7127753
"602",7712,1438454,0,"27","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Portsmouth","NH","Portsmouth, NH",1,-70.7625532,43.0717552
"603",7713,1438917,0,"26","Female","Latino/a or Hispanic",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"604",7714,1439069,0,"29","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Holliston","MA","Holliston, MA",1,-71.4245049,42.2000966
"605",7716,1439198,0,"26","Female","",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Concord","MA","Concord, MA",1,-71.3489484,42.4603719
"606",7717,1439652,0,"27","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Pembroke","MA","Pembroke, MA",1,-70.8092,42.0714925
"607",7718,1439682,0,"26","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Old Lyme","CT","Old Lyme, CT",1,-72.3289715,41.3159315
"608",7719,1439858,0,"27","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Brighton","MA","Brighton, MA",1,-71.1626756,42.3463503
"609",7720,1440380,0,"26","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Rockport","ME","Rockport, ME",1,-69.0760975,44.1844817
"610",7721,1442763,0,"27","Female","Asian",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Hilo","HI","Hilo, HI",1,-155.0868193,19.7241106
"611",7722,1443762,0,"26","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","North Falmouth","MA","North Falmouth, MA",1,-70.630494,41.6445703
"612",7723,1451573,0,"35","Female","Black or African American",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Dorchester","MA","Dorchester, MA",1,-71.067605,42.3016305
"613",7724,1452677,0,"33","Female","",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Beverly","MA","Beverly, MA",1,-70.880049,42.5584283
"614",7725,1453577,0,"27","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Lincoln","NH","Lincoln, NH",1,-71.6725066,44.0380087
"615",7726,1461746,0,"50","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Brookline","MA","Brookline, MA",1,-71.1211635,42.3317642
"616",7727,1469575,0,"35","Female","White",2014,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Charleston","SC","Charleston, SC",1,-79.9310512,32.7764749
"617",7728,1473817,0,"29","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","North Attleboro","MA","North Attleboro, MA",1,-71.3565439,41.9695516
"618",7729,1473860,0,"26","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Everett","MA","Everett, MA",1,-71.0536625,42.40843
"619",7730,1473913,0,"31","Female","Latino/a or Hispanic",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Rancho Cucamonga","CA","Rancho Cucamonga, CA",1,-117.5931084,34.1063989
"620",7731,1473919,0,"29","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Brighton","MA","Brighton, MA",1,-71.1626756,42.3463503
"621",7732,1474389,0,"29","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Brookline","MA","Brookline, MA",1,-71.1211635,42.3317642
"622",7733,1477765,0,"30","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","South Boston","MA","South Boston, MA",1,-71.0475773,42.3381437
"623",7734,1480143,0,"31","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Long Grove","IL","Long Grove, IL",1,-87.9978518,42.1783584
"624",7735,1480147,0,"35","Female","Latino/a or Hispanic",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Cambridge","MA","Cambridge, MA",1,-71.1097335,42.3736158
"625",7736,1480149,0,"34","Female","",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","South Walpole","MA","South Walpole, MA",1,-71.2495096,42.1417442
"626",7737,1495109,0,"30","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Old Saybrook","CT","Old Saybrook, CT",1,-72.3845301,41.2960159
"627",7738,1518928,0,"29","Female","White",2014,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Canton","MA","Canton, MA",1,-71.1447732,42.1584324
"628",7739,1139721,0,"29","Female","Asian",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Quincy","MA","Quincy, MA",1,-71.0022705,42.2528772
"629",7740,1211838,0,"31","Female","",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Sharon","MA","Sharon, MA",1,-71.1786237,42.1236499
"630",7741,1318453,0,"29","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Amesbury","MA","Amesbury, MA",1,-70.9300376,42.8583925
"631",7742,1323868,0,"30","Female","Black or African American",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Cambridge","MA","Cambridge, MA",1,-71.1097335,42.3736158
"632",7743,1326695,0,"38","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Austin","TX","Austin, TX",1,-97.7430608,30.267153
"633",7744,1410702,0,"26","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Pembroke Pines","FL","Pembroke Pines, FL",1,-80.2962555,26.007765
"634",7745,1419529,0,"26","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Turner","ME","Turner, ME",1,-70.2561671,44.2564588
"635",7746,1434623,0,"29","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Nashua","NH","Nashua, NH",1,-71.467566,42.7653662
"636",7747,1435825,0,"26","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Norfolk","MA","Norfolk, MA",1,-71.3250563,42.1195426
"637",7748,1444791,0,"26","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","San Jose","CA","San Jose, CA",1,-121.8863286,37.3382082
"638",7749,1451266,0,"25","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Wayland","MA","Wayland, MA",1,-71.3614484,42.3625953
"639",7750,1451272,0,"25","Female","Black or African American",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Malden","MA","Malden, MA",1,-71.066163,42.4250964
"640",7751,1454752,0,"26","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Manchester","NH","Manchester, NH",1,-71.4547891,42.9956397
"641",7752,1456027,0,"25","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Clinton","MA","Clinton, MA",1,-71.6829081,42.4167635
"642",7753,1456598,0,"26","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Roxbury","MA","Roxbury, MA",1,-71.0913748,42.3151978
"643",7754,1461159,0,"26","Female","Asian",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Quincy","MA","Quincy, MA",1,-71.0022705,42.2528772
"644",7755,1461190,0,"25","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Yalesville","CT","Yalesville, CT",1,-72.8208985,41.4882636
"645",7756,1461275,0,"26","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Littleton","NH","Littleton, NH",1,-71.7701237,44.3061628
"646",7757,1461390,0,"26","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Greenland","NH","Greenland, NH",1,-70.8328322,43.0361995
"647",7758,1461530,0,"26","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Keene","NH","Keene, NH",1,-72.2781409,42.933692
"648",7759,1461797,0,"25","Female","Asian",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Quincy","MA","Quincy, MA",1,-71.0022705,42.2528772
"649",7760,1462401,0,"25","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Middleton","MA","Middleton, MA",1,-71.0161643,42.5950939
"650",7761,1462567,0,"26","Female","Asian",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Quincy","MA","Quincy, MA",1,-71.0022705,42.2528772
"651",7762,1462725,0,"26","Female","Asian",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Brockton","MA","Brockton, MA",1,-71.0183787,42.0834335
"652",7763,1464924,0,"25","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Johnston","RI","Johnston, RI",1,-71.512617,41.8205199
"653",7764,1465023,0,"26","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Whitman","MA","Whitman, MA",1,-70.935599,42.0806564
"654",7765,1466449,0,"40","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Lakewood Ranch","FL","Lakewood Ranch, FL",1,-82.4285151,27.4117037
"655",7766,1467175,0,"28","Female","Latino/a or Hispanic",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Revere","MA","Revere, MA",1,-71.0119948,42.4084302
"656",7767,1470352,0,"27","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Southborough","MA","Southborough, MA",1,-71.5245087,42.3056501
"657",7768,1474027,0,"25","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Milford","MA","Milford, MA",1,-71.5163049,42.1398577
"658",7769,1475481,0,"31","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Hampton","NH","Hampton, NH",1,-70.8389219,42.9375932
"659",7770,1481160,0,"25","Female","",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Somerville","MA","Somerville, MA",1,-71.0994968,42.3875968
"660",7771,1481298,0,"26","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Cambridge","MA","Cambridge, MA",1,-71.1097335,42.3736158
"661",7772,1481673,0,"35","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Braintree","MA","Braintree, MA",1,-71.0040013,42.2079017
"662",7773,1483963,0,"28","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Rochester","MA","Rochester, MA",1,-70.8452677,41.7549658
"663",7774,1558502,0,"31","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","San Diego","CA","San Diego, CA",1,-117.1610838,32.715738
"664",7775,1598347,0,"32","Female","",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Methuen","MA","Methuen, MA",1,-71.1908924,42.7262016
"665",7776,1599531,0,"29","Female","Asian",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Brighton","MA","Brighton, MA",1,-71.1626756,42.3463503
"666",7777,1604944,0,"31","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Providence","RI","Providence, RI",1,-71.4128343,41.8239891
"667",7778,1604994,0,"30","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Chester","NH","Chester, NH",1,-71.2572846,42.9567525
"668",7779,1607328,0,"32","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Dorchester","MA","Dorchester, MA",1,-71.067605,42.3016305
"669",7780,1614281,0,"32","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Malden","MA","Malden, MA",1,-71.066163,42.4250964
"670",7781,1614469,0,"33","Female","Latino/a or Hispanic",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Dorchester Center","MA","Dorchester Center, MA",1,-71.0717173,42.2917651
"671",7782,1618436,0,"28","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Winchester","MA","Winchester, MA",1,-71.1369959,42.452303
"672",7783,1671937,0,"28","Female","White",2015,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Brighton","MA","Brighton, MA",1,-71.1626756,42.3463503
"673",7784,1447086,0,"25","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Wilmington","MA","Wilmington, MA",1,-71.1724467,42.5481714
"674",7785,1463146,0,"26","Female","White",2016,"Nursing","","Health Care Management","","Registered Nurse","","Healthcare/Medical Services","Seattle","WA","Seattle, WA",1,-122.3320708,47.6062095
"675",7786,1465116,0,"25","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Woburn","MA","Woburn, MA",1,-71.1522765,42.4792618
"676",7787,1473683,0,"25","Female","White",2016,"Nursing","","Psychology","","Registered Nurse","","Healthcare/Medical Services","Slingerlands","NY","Slingerlands, NY",1,-73.8645685,42.6292455
"677",7788,1473854,0,"25","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Natick","MA","Natick, MA",1,-71.3468091,42.2775281
"678",7789,1473951,0,"25","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","South Windsor","CT","South Windsor, CT",1,-72.5717551,41.8489872
"679",7790,1473963,0,"25","Female","White",2016,"Nursing","","Psychology","Public Health","Registered Nurse","","Healthcare/Medical Services","Scituate","MA","Scituate, MA",1,-70.7258633,42.195929
"680",7791,1475545,0,"25","Female","White",2016,"Nursing","","Psychology","Public Health","Registered Nurse","","Healthcare/Medical Services","Easthampton","MA","Easthampton, MA",1,-72.66898,42.266757
"681",7792,1476243,0,"25","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Salem","NH","Salem, NH",1,-71.2008912,42.7885553
"682",7793,1476572,0,"25","Female","White",2016,"Nursing","","Spanish","","Registered Nurse","","Healthcare/Medical Services","Brookline","MA","Brookline, MA",1,-71.1211635,42.3317642
"683",7794,1476577,0,"24","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Medford","MA","Medford, MA",1,-71.1061639,42.4184296
"684",7795,1476752,0,"24","Female","",2016,"Member of the Honors","Nursing","Psychology","","Registered Nurse","","Healthcare/Medical Services","Boston","CT","Boston, CT",1,-73.4073429,41.2781512
"685",7796,1476762,0,"25","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","East Providence","RI","East Providence, RI",1,-71.3700545,41.8137116
"686",7797,1476807,0,"24","Female","White",2016,"Nursing","","Psychology","Public Health","Registered Nurse","","Healthcare/Medical Services","Bridgewater","MA","Bridgewater, MA",1,-70.9750541,41.9903519
"687",7798,1476861,0,"24","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Brookline","MA","Brookline, MA",1,-71.1211635,42.3317642
"688",7799,1477009,0,"24","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Niantic","CT","Niantic, CT",1,-72.1931338,41.3253756
"689",7800,1477836,0,"25","Female","Black or African American",2016,"Nursing","","Psychology","","Registered Nurse","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"690",7801,1477846,0,"25","Female","",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Lynn","MA","Lynn, MA",1,-70.9494938,42.466763
"691",7802,1478556,0,"25","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Hyannis","MA","Hyannis, MA",1,-70.2881124,41.6524911
"692",7803,1479611,0,"25","Female","White",2016,"Nursing","","Psychology","","Registered Nurse","","Healthcare/Medical Services","Medford","MA","Medford, MA",1,-71.1061639,42.4184296
"693",7804,1482803,0,"25","Female","",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","West Chester","OH","West Chester, OH",1,-84.4172666,39.3321262
