ID,Dead, Age ,Gender,Race,Class,Major1,Major2,Minor1,Minor2,Position,Profession,Industry,City,State
10003019,,67,Female,Black or African American,1973,Physical Therapy,,,,Rehabilitation Manager/Physical Therapist/Corporat,,,Norton,MA
10049546,,59,Female,White,1981,Physical Therapy,,,,Rehabilitation Services Manager,,,Milford,MA
449721,,39,Female,White,2002,Physical Therapy,,,,Rehabilitation Supervisor,,Healthcare/Medical Services,Southampton,MA
10031032,,,Female,,1976,Physical Therapy,,,,Rehabilitation Supervisor,,,Sturbridge,MA
710905,,48,Female,,2007,Psychology,,,,Rehabilitation Teacher,,,Hyde Park,MA
1039660,,32,Female,Black or African American,2009,Communications,,,,Reimbursement Access Specialist,,Pharmaceutical/Biotechnology,Dorchester Center,MA
1045801,,30,Female,White,2010,Communications,,,,Relationship Banker,,Banking,Groton,CT
1470351,,26,Female,,2013,Economics,,,,Relationship Manager,,Banking,Sacramento,CA
473187,,39,Female,White,2001,Public Relations and Marketing,,Graphic Design,,Relationship Manager,,,Duxbury,MA
418937,,39,Female,White,2001,Public Relations and Marketing,,Management,,Relationship Manager/Sales Consultant,,Financial Services - Accounting,Attleboro,MA
10023147,,46,Female,,1964,Social Science,,,,Religious Instructor,,,Bellaire,TX
10018616,,46,Female,,1964,Education,,,,Religious Sister,,,Orleans,MA
10034870,,46,Female,,1961,Nutrition,,,,Relocation Coordinator & Sales Associate,,,Bangor,ME
10048076,,,Female,White,1988,Nutrition,,,,Renal Dietitian,,,Homosassa,FL
717180,,33,Female,White,2007,Psychology,,History,,Renal Social Worker,,Healthcare/Medical Services,Arlington,MA
10008447,,65,Female,,1976,Education,,,,Rental Manager,,,Grafton,MA
10034215,,63,Female,,1978,Communications,,,,Reporter,,Publishing,Oneonta,NY
1440352,,27,Female,White,2014,Communications,,,,Reporter,,Non-Profit,Manchester,NH
192424,,53,Female,White,1996,Afro-American Studies,Sociology,,,Reporter,,Communications/Media,Roxbury,MA
1414472,,26,Female,,2014,Communications,,,,Reporter,,Communications/Media,Beverly,MA
114269,,48,Female,White,1992,Communications,Spanish,,,Reporter,,Broadcasting,Danvers,MA
10029810,,64,Female,,1977,Communications,English,,,Reporter,,,Quincy,MA
10057443,,60,Female,,1980,Communications,English,,,Reporter,,,New York,NY
10049516,,58,Female,,1983,Education,,,,Reporter,,,Venice,FL
947729,,32,Female,,2009,English,,,,Reporter,,,Taipei,
471531,,38,Female,White,2003,Arts Administration,,English,,"Reporter, Producer",,Broadcasting,Brooklyn,NY
10025453,,49,Female,,1971,English,,,,Reporter/Feature Writer,,,Riverside,CA
1329099,,29,Female,,2012,Art,,,,Reporting Analyst,,Government - Federal,Brookline,MA
138119,,49,Female,Asian,1993,Accounting,Management,,,Reporting Analyst,,,Brighton,MA
105050,,50,Female,White,1991,Sociology,,,,Representative,,,Raymond,ME
456450,,38,Female,Asian,2003,Biology,,Chemistry,,Res. Administrator II,,Healthcare/Medical Services,Malden,MA
10083160,,39,Female,White,2001,Biology,,,,Reseach Assistant,,Healthcare/Medical Services,Waltham,MA
1482083,,25,Female,White,2016,Neuroscience and Behavior,,,,Reseach Assistant,,Healthcare/Medical Services,Sandown,NH
1206894,,30,Female,White,2011,Chemistry,,Physics,,Research Analyst,,Healthcare/Medical Services,Cheyenne,WY
647342,,35,Female,White,2006,Management,,Economics,Political Science,Research Analyst,,,Marlborough,CT
1120183,,34,Female,Asian,2009,Economics,,,,Research Analyst,,,Medford,MA
10053458,,68,Female,Black or African American,1981,OPEN Program,,,,Research Analyst in Taxation,,Government - State/Local,East Falmouth,MA
1212948,,35,Female,White,2009,English,,,,Research Assistant,,Museums,Los Angeles,CA
1442026,,26,Female,White,2014,,,,,Research Assistant,,Libraries,Orleans,MA
1466705,,26,Female,White,2015,Chemistry,,,,Research Assistant,,Libraries,Windham,ME
1594937,,23,Female,White,2017,Economics,Environmental Science,Mathematics,,Research Assistant,,Libraries,Worcester,MA
697720,,43,Female,White,2004,Nursing,,,,Research Assistant,,Healthcare/Medical Services,West Newton,MA
1028340,,36,Female,White,2007,Biopsychology,,,,research assistant,,Healthcare/Medical Services,Harwich,MA
1042582,,34,Female,Asian,2008,Biology,,Chemistry,,Research Assistant,,Healthcare/Medical Services,Malden,MA
1017533,,31,Female,White,2009,Biopsychology,,,,Research Assistant,,Healthcare/Medical Services,Brockton,MA
1147271,,31,Female,White,2010,Biology,,,,Research Assistant,,Healthcare/Medical Services,Natick,MA
1210141,,32,Female,,2010,Biochemistry,,,,Research Assistant,,Healthcare/Medical Services,Bedford,MA
1164183,,30,Female,White,2011,Public Health,,Nutrition,,Research Assistant,,Healthcare/Medical Services,Portland,ME
1255178,,29,Female,Latino/a or Hispanic,2011,Biochemistry,,Psychology,,Research Assistant,,Healthcare/Medical Services,Belmont,MA
1339870,,28,Female,White,2013,Exercise Science,,,,Research Assistant,,Healthcare/Medical Services,Plainville,MA
1441237,,27,Female,White,2013,Biopsychology,,,,Research Assistant,,Healthcare/Medical Services,Sterling,MA
1415159,,26,Female,White,2014,Biology,,,,Research Assistant,,Healthcare/Medical Services,Milton,MA
1439620,,27,Female,Latino/a or Hispanic,2014,Public Health,,,,Research Assistant,,Healthcare/Medical Services,Manchester,NH
1440907,,26,Female,Asian,2014,Biochemistry,,,,Research Assistant,,Healthcare/Medical Services,San Francisco,CA
1600835,,30,Female,Black or African American,2014,Biology,,,,Research Assistant,,Healthcare/Medical Services,Medford,MA
1452373,,25,Female,White,2015,Applied Music,,,,Research Assistant,,Healthcare/Medical Services,Brooklyn,NY
1593935,,26,Female,Black or African American,2015,Public Health,,,,Research Assistant,,Healthcare/Medical Services,Malden,MA
1600723,,23,Female,Asian,2016,Political Science,,Public Health,Public Policy Studies,Research Assistant,,Government - Federal,Abington,MA
964092,,33,Female,White,2009,Psychology,,,,Research Assistant,,Education - Higher,New London,CT
1450117,,26,Female,Asian,2015,Biostatistics,,,,Research Assistant,,Computers - System Design/Services,Bedford,NH
1465492,,25,Female,Black or African American,2015,Biochemistry,,,,Research Assistant,,Chemical Manufacturing,Chelsea,MA
1473918,,26,Female,White,2015,,,,,Research Assistant,,Arts/Entertainment/Recreation,Marlborough,MA
1484162,,25,Female,White,2016,Neuroscience and Behavior,,Biostatistics,,Research Assistant,,Animal Care,Natick,MA
1401792,,27,Female,White,2014,History,,,,Research Assistant,,Agriculture/Forestry/Fishing,Plympton,MA
274664,,42,Female,White,1998,Biology,,,,Research Assistant,,,Norwich,VT
323703,,41,Female,White,1999,Biology,,Chemistry,,Research Assistant,,,Foxboro,MA
309148,,40,Female,Black or African American,2000,Biology,,Chemistry,Society and Health,Research Assistant,,,Atlanta,GA
428552,,43,Female,White,2000,Biopsychology,,,,Research Assistant,,,Billerica,MA
387469,,40,Female,White,2001,English,,,,Research Assistant,,,Manchester,NH
639604,,35,Female,White,2006,Biochemistry,,Economics,,Research Assistant,,,Kingston,MA
1399381,,28,Female,White,2014,Public Health,,,,Research Assistant,,,Newton,MA
1461632,,26,Female,White,2015,French,Psychology,,,Research Assistant,,,Keene,NH
1545573,,24,Female,White,2017,Economics,Environmental Science,,,Research Assistant,,,Boston,MA
1414017,,27,Female,White,2014,Biochemistry,,,,Research Assistant I,,Pharmaceutical/Biotechnology,North Quincy,MA
1532792,,31,Female,Asian,2014,Neuroscience,,,,Research Assistant I,,Healthcare/Medical Services,Biddeford,ME
1321872,,29,Female,White,2012,Biochemistry,,,,Research Assistant I,,,Southbury,CT
748423,,33,Female,Latino/a or Hispanic,2007,Biology,,,,Research Assistant III,,Healthcare/Medical Services,Winthrop,MA
1017502,,32,Female,White,2009,Biochemistry,,,,"Research Assistant, Biomedical Sciences",,Education - Higher,Alta Loma,CA
1425660,,27,Female,,2013,History,,,,"Research Assistant, Clinical Research",,Healthcare/Medical Services,Derry,NH
1187555,,30,Female,Multi-Racial,2011,Environmental Science,,Public Health,,"Research Assistant, Epidemiology",,Education - Higher,South Weymouth,MA
1038411,,31,Female,Asian,2009,Biochemistry,,,,"Research Assistant, Neuroprotection Laboratory",,Healthcare/Medical Services,Quincy,MA
1477957,,25,Female,White,2016,Neuroscience and Behavior,,,,Research Assistant/Lab Manager,,Healthcare/Medical Services,Hampstead,NH
503562,,36,Female,White,2004,Biology,,Chemistry,English,Research Associate,,Pharmaceutical/Biotechnology,South Portland,ME
150297,,32,Female,White,2009,Biochemistry,,,,Research Associate,,Pharmaceutical/Biotechnology,West Hartford,CT
1316605,,29,Female,Asian,2012,Biochemistry,,,,Research Associate,,Pharmaceutical/Biotechnology,Braintree,MA
954109,,32,Female,White,2009,Biology,,,,Research Associate,,Education - Higher,Somerville,MA
1210876,,30,Female,White,2011,Communications,,Spanish,,Research Associate,,Computers - System Design/Services,Stoneham,MA
1637329,,22,Female,Asian,2018,Economics,,Public and Social Policy,,Research Associate,,Banking,South San Francisco,CA
119861,,48,Female,White,1992,English,,,,Research Associate,,Advertising/Public Relations/Marketing,Providence,RI
1404912,,28,Female,,2013,Marketing,,Communications,,Research Associate,,Advertising/Public Relations/Marketing,Boston,MA
10033041,,47,Female,,1964,Government,,,,Research Associate,,,Santa Rosa,CA
10014208,,,Female,,1974,Chemistry,,,,Research Associate,,,Columbus,OH
10049082,,55,Female,,1986,Biology,,,,Research Associate,,,Waban,MA
10049223,,55,Female,,1986,Biology,Medical Technology,,,Research Associate,,,Pembroke Pines,FL
10048004,,54,Female,,1987,Computer Science,Mathematics,,,Research Associate,,,Mountain View,CA
10052704,,53,Female,,1987,Biology,,,,Research Associate,,,Germantown,TN
122639,,47,Female,White,1994,Biology,,,,Research Associate,,,Melrose,MA
488798,,42,Female,White,2001,Economics,,Managerial Finance,,Research Associate,,,Boston,MA
793387,,33,Female,White,2007,Biochemistry,,,,Research Associate,,,Manchester,NH
774659,,32,Female,Black or African American,2008,,,,,Research Associate,,,Arlington,VA
953616,,33,Female,Asian,2008,Chemistry,,,,Research Associate,,,Quincy,MA
1056071,,31,Female,White,2010,Biology,,,,Research Associate,,,Seattle,WA
1465514,,27,Female,White,2015,Economics,International Relations,,,Research Associate,,,Washington,DC
1477892,,25,Female,White,2015,Economics,Member of the Honors,Public Policy Studies,,Research Associate for Retirement Research,,Healthcare/Medical Services,Brookline,MA
1029940,,32,Female,Asian,2015,Biology,,,,Research Associate II,,Pharmaceutical/Biotechnology,Belmont,MA
1438211,,27,Female,,2014,Art,Biology,,,Research Associate II,,Healthcare/Medical Services,Independence,OR
1027632,,31,Female,White,2010,Chemistry,,,,Research Asssistant,,Healthcare/Medical Services,Boston,MA
10047133,,61,Female,,1981,Psychology,,,,Research Asst,,,New York,NY
386491,,40,Female,White,2000,Biology,,,,Research Biologist,,,Hillsdale,NJ
1172764,,29,Female,White,2011,Chemistry,Physics,,,Research Chemist,,Manufacturing,Fall River,MA
10019405,,46,Female,,1962,Chemistry,,,,Research Chemist,,,Sunnyvale,CA
10049628,,62,Female,American Indian or Alaskan Native,1982,Chemistry,,,,Research Chemist,,,North Brunswick,NJ
713181,,34,Female,White,2007,Philosophy,,Biology,Psychology,Research Coordinator,,Healthcare/Medical Services,Brighton,MA
964566,,35,Female,White,2007,International Relations,,Economics,,Research Coordinator,,Healthcare/Medical Services,Maynard,MA
554577,,41,Female,White,2008,Nutrition and Dietetics,,,,Research Coordinator,,Healthcare/Medical Services,Worcester,MA
1211083,,29,Female,,2011,Biochemistry,,,,Research Coordinator,,Healthcare/Medical Services,Everett,MA
10030722,,65,Female,,1976,Mathematics,,,,Research Coordinator,,Environmental/Conservation,"Chitose, Hokkaido",
111342,,48,Female,White,1992,Psychology,,,,Research Coordinator,,,Clinton,CT
261989,,60,Female,White,1995,Nursing,,,,Research Coordinator,,,Pembroke,MA
788186,,33,Female,White,2007,Psychology,,,,"Research Coordinator, BU Medical Center",,Healthcare/Medical Services,Lynn,MA
1477226,,25,Female,White,2016,Biostatistics,,Mathematics,Public Health,Research Data Specialist,,Employment Services/Coaching,Longmeadow,MA
965114,,38,Female,White,2009,Nutrition and Dietetics,,,,Research Dietitian,,Healthcare/Medical Services,Boston,MA
10053001,,50,Female,Asian,1990,Nutrition,,,,Research Dietitian,,,Summit,NJ
10033542,,49,Female,,1971,Psychology,,,,Research Director,,,Montpelier,VT
1286246,,27,Female,,2013,International Relations,,Economics,Photography,Research Director,,,Malden,MA
10028084,,65,Female,Black or African American,1975,English,,,,Research Editor,Editor,Publishing,Brooklyn,NY
141024,,47,Female,White,1994,Management,,,,Research Engineer,,Education - Higher,Mountain View,CA
1480444,,25,Female,White,2016,Biochemistry,,,,Research Fellow,,Pharmaceutical/Biotechnology,Oslo,
10010094,,73,Female,,1967,Business (General),,,,Research Fellow,,Education - Higher,Duxbury,MA
10017916,,49,Female,,1971,English,,,,Research Fellow,,,Nahant,MA
422673,,39,Female,White,2001,Political Science,,,,Research Fellow,,,"Exeter, Devon",
428228,,39,Female,Asian,2001,Biopsychology,,Society and Health,,Research Fellow,,,Medford,MA
967557,,31,Female,White,2009,Nutrition and Dietetics,,,,Research Health and Wellness Coach,,Healthcare/Medical Services,West Roxbury,MA
10018819,,78,Female,Asian,1963,Home Economics,,,,"Research III, Ho Lab",,Education - Higher,Pittsburgh,PA
10057539,,62,Female,,1980,Nursing,,,,Research Information Specialist,,,Glen Ellyn,IL
1468399,,26,Female,White,2014,Psychology,,,,Research Intern,,Health/Fitness,Alexandria,VA
716034,,33,Female,White,2007,Biochemistry,,,,Research Lab Manager - Genetics and Genomics,,Healthcare/Medical Services,Woburn,MA
1204136,,30,Female,White,2011,Psychology,,Women's and Gender Studies,,Research Manager,,,Washington,DC
1278430,,29,Female,White,2012,Nursing,,,,Research Nurse,,Healthcare/Medical Services,Newton,MA
462253,,69,Female,White,2002,Nursing,Society and Health,,,Research Nurse Clinician,,Education - Higher,Asheville,NC
10015210,,49,Female,,1970,Nutrition,,,,Research Nutritionist,,,Waltham,MA
775331,,33,Female,White,2008,Psychology,,,,Research Officer,,Education - Higher,Canterbury,
10017084,,69,Female,Black or African American,1971,Sociology,,,,Research Psychotherapist,,Healthcare/Medical Services,San Francisco,CA
10049573,,59,Female,White,1982,Biology,,,,Research Scientist,,Pharmaceutical/Biotechnology,Redwood City,CA
10012157,,46,Female,White,1964,Science,,,,Research Scientist,,,Nepean,ON
10052404,,60,Female,White,1981,Biology,,,,Research Scientist,,,Madison,CT
10047447,,53,Female,,1987,Chemistry,,,,Research Scientist,,,Yarmouth,ME
96681,,48,Female,White,1992,Biology,,,,Research Scientist,,,Acton,MA
228938,,45,Female,White,1996,Biology,,,,Research Scientist,,,Medford,MA
645742,,35,Female,White,2006,Biochemistry,,,,Research Scientist,,,Manlius,NY
369271,,40,Female,White,2000,Biology,,Art,Chemistry,Research Solutions Specialist,,,Lawrence,MA
198977,,45,Female,White,1995,Psychology,,,,Research Specialist,,Education - Higher,Durham,NC
701321,,34,Female,White,2006,Art,English,Computer Science,,Research Specialist,,,Franklin,MA
10046917,,58,Female,White,1982,English,,,,Research Statistician,,,Arlington,VA
1480718,,25,Female,Asian,2016,Biochemistry,,Physics,,Research Technician,,Pharmaceutical/Biotechnology,Malden,MA
1420486,,25,Female,White,2015,Behavioral Science,Neuroscience,,,Research Technician,,Libraries,Miami,FL
1023933,,33,Female,White,2008,Biology,,,,Research Technician,,Healthcare/Medical Services,Whitman,MA
10057609,,,Female,,1980,Biology,,,,Research Technician,,,Fall River,MA
425225,,38,Female,Black or African American,2002,Biopsychology,,,,Research Technician,,,Glastonbury,CT
636147,,34,Female,White,2006,Biopsychology,,,,Research Technician,,,Cambridge,MA
785950,,32,Female,White,2008,Biochemistry,,,,Research Technician,,,Cotuit,MA
1536656,,24,Female,White,2017,Biostatistics,Public Health,Biostatistics,,Research Technician I,,Healthcare/Medical Services,Brighton,MA
1672316,,27,Female,White,2017,Biology,,,,Research Technician II,,Pharmaceutical/Biotechnology,Brighton,MA
1465588,,28,Female,,2013,Exercise Science,,,,"Research Technician, Nutrition, Exercise, Physiolo",,Education - Higher,Newton Centre,MA
122214,,47,Female,White,1993,Biology,,,,Research Technologist,,,Taunton,MA
304958,,43,Female,Asian,1998,Marketing,Sociology,,,"Research, Training, & Evaluation Specialist",,,Washington,DC
10012816,,,Female,,1977,Communications,,,,Research&education Asst,,,New York,NY
10041772,,45,Female,,1960,Chemistry,,,,Researcher,,,Madison,WI
10054497,,56,Female,,1985,Nutrition,,,,Researcher,,,Warrington,PA
10049258,,53,Female,,1987,Biology,,,,Researcher,,,Hopkinton,MA
213755,,44,Female,White,1996,Biology,,,,Researcher,,,Highlands Ranch,CO
459118,,38,Female,Asian,2002,Art,Women's Studies,,,Researcher,,,Bronx,NY
1257879,,28,Female,Asian,2012,Biochemistry,,,,Researcher Phd Candidate,,,San Mateo,CA
10020593,,64,Female,,1976,Communications,,,,Reservations Department,,,Mashpee,MA
10046430,,56,Female,,1985,Economics,Management,,,Reservations Manager,,,Greer,SC
1276549,,28,Female,,2013,Nutrition and Dietetics,,,,Residence Coordinator,,Education - Higher,Tallahassee,FL
10051209,,56,Female,,1985,Biology,,,,Resident - Rehabilitation Medicine,,,Groton,MA
10055404,,71,Female,,1982,Nursing,,,,Resident Care Coordinator,,,Safety Harbor,FL
1258484,,30,Female,White,2012,Psychology,,,,Resident Counselor,,Social and Human Services,Dorchester,MA
1421455,,26,Female,White,2014,Exercise Science,,,,Resident Counselor,,Healthcare/Medical Services,East Bridgewater,MA
1436227,,25,Female,White,2015,Nursing,,,,Resident Nurse,,Healthcare/Medical Services,Atlanta,GA
278288,,44,Female,White,1996,Biopsychology,,,,Resident Nurse,,,Philadelphia,PA
508462,,36,Female,Asian,2004,Biopsychology,,Chemistry,,Resident Physician,,Education - Higher,Hampstead,MD
1325919,,28,Female,Latino/a or Hispanic,2012,Biology,,,,"Resident, Emergency Medicine",,Healthcare/Medical Services,Acton,MA
1470367,,31,Female,White,2015,Women's and Gender Studies,,,,Residential Advisor,,Advocacy/Civic Organizations,Essex Junction,VT
1532798,,29,Female,,2014,Psychology,,,,Residential Counselor,,Social and Human Services,Brighton,MA
1528213,,25,Female,White,2016,Psychology,,,,Residential Counselor,,Healthcare/Medical Services,Burlington,VT
1037321,,32,Female,White,2009,Psychology,,,,"Residential Counselor, Bridge of Central MA",,,Marlborough,MA
10047437,,60,Female,White,1981,Psychology,,,,Residential Director,,,Winchendon,MA
10034005,,67,Female,,1973,Economics,Mathematics,,,"Residential Property Manager ,Dental Assistant,Vol",,,Indianapolis,IN
1402230,,27,Female,White,2015,Public Health,,,,Resolution Analyst,,Military,Norwood,MA
1337162,,32,Female,,2011,Nursing,,,,Resource Nurse,,Healthcare/Medical Services,East Providence,RI
412498,,39,Female,White,2001,Psychology,,Special Education,,Resource Room teacher,,Education - Related Services,Freeport,ME
10007874,,75,Female,,1973,Psychology,,,,Resource Room Teacher,,,Battarumulla,
10032441,,62,Female,,1979,Education,,,,Resource Room Teacher,,,Centerville,MA
10004821,,49,Female,,1970,Education,,,,Resource Teacher,,,Potomac,MD
10038816,,47,Female,,1964,Retail Management,,,,Retail Jewler,,,Florence,
122967,,50,Female,White,1990,Retail Management,,,,Retail Management,,,Holyoke,MA
1211745,,28,Female,White,2012,Economics,Mathematics,Statistics,,Retail Management Trainee,,Retail - Food and Beverage Stores,Fairhaven,MA
10046668,,54,Female,,1986,Retail Management,,,,Retail Manager,,Healthcare/Medical Services,Milton,MA
10031098,,49,Female,,1971,Education,Home Economics,,,Retail Manager,,,Bethesda,MD
10028495,,46,Female,,1964,Education,,,,Retail Sales,,,Newburyport,MA
10038738,,75,Female,,1965,Consumer Service,Home Economics,,,Retail Supervisor,,Fashion/Beauty,Kensington,MD
10001356,,71,Female,,1969,Psychology,,,,Retired,,Hotel/Hospitality/Tourism,Loomis,CA
10048740,,56,Female,,1984,Psychology,,,,Retirement Phone Supervisor,,,South Easton,MA
239910,,45,Female,White,1996,Chemistry,Management,,,Retirement Plan Administrator,,,Medfield,MA
10051538,,53,Female,,1987,Finance,,,,Retirement Plans Analyst,,,Melbourne,FL
156774,,46,Female,White,1996,Economics,Mathematics,,,Revenue & Pricing Manager,,Banking,Westerville,OH
103300,,81,Female,,1988,Human Services,,,,Reverand,,,Orleans,MA
10049178,,59,Female,,1981,English,History,,,Reverend,,,San Francisco,CA
10004025,,71,Female,,1969,Physical Therapy,,,,Rheumatologist/Internal Medicine,,Healthcare/Medical Services,Minneapolis,MN
10031795,,,Female,,1973,Psychology,,,,Risk & Insurance Analyst,,,Newbury Park,CA
244713,,44,Female,White,1996,Chemistry,,,,Risk Analyst II,,,Jamaica Plain,MA
1552,,60,Female,White,1993,Nursing,,,,RN,,Healthcare/Medical Services,Chester,NH
592283,,35,Female,White,2005,Nursing,,,,RN,Nurse,Healthcare/Medical Services,Bellows Falls,VT
813534,,42,Female,White,2006,Nursing,,,,RN,,Healthcare/Medical Services,Beverly,MA
791985,,34,Female,White,2007,Nursing,,,,RN,Nurse,Healthcare/Medical Services,Westbrook,ME
949072,,34,Female,White,2007,Biopsychology,,,,RN,Nurse,Healthcare/Medical Services,Canton,MA
953731,,33,Female,White,2008,Nursing,,,,RN,Nurse,Healthcare/Medical Services,Haverhill,MA
970154,,32,Female,White,2008,Biopsychology,,English,,RN,Nurse,Healthcare/Medical Services,North Andover,MA
961845,,32,Female,White,2009,Nursing,,,,RN,Nurse,Healthcare/Medical Services,Raleigh,NC
974407,,31,Female,White,2009,Nursing,,,,RN,Nurse,Healthcare/Medical Services,Milton,MA
1257895,,42,Female,White,2009,Nursing,,,,RN,Nurse,Healthcare/Medical Services,Kittery,ME
1144244,,31,Female,Asian,2010,Nursing,,,,RN,Nurse,Healthcare/Medical Services,Randolph,MA
1256985,,62,Female,White,2010,Nursing,,,,RN,,Healthcare/Medical Services,Marshfield,MA
1329101,,50,Female,,2010,Nursing,,,,RN,,Healthcare/Medical Services,Brighton,MA
1164186,,30,Female,White,2011,Nursing,,Biology,,RN,,Healthcare/Medical Services,West Hartford,CT
1213382,,29,Female,Asian,2011,Nursing,,,,RN,,Healthcare/Medical Services,Lowell,MA
1139522,,29,Female,,2012,Nursing,,,,RN,,Healthcare/Medical Services,Spring Hill,TN
1401694,,61,Female,White,2012,Nursing,,,,RN,,Healthcare/Medical Services,Weymouth,MA
1407678,,30,Female,,2012,Nursing,,,,RN,,Healthcare/Medical Services,Bangor,ME
1434295,,33,Female,Black or African American,2012,Nursing,,,,RN,,Healthcare/Medical Services,Brookline,MA
1153865,,35,Female,,2013,Nursing,,,,RN,,Healthcare/Medical Services,Belmont,MA
1209121,,29,Female,,2013,Nursing,,,,Rn,,Healthcare/Medical Services,Waltham,MA
1468093,,34,Female,,2013,Nursing,,,,RN,Nurse,Healthcare/Medical Services,Waban,MA
1412655,,27,Female,White,2014,Nursing,,,,RN,,Healthcare/Medical Services,Exeter,NH
1434503,,27,Female,White,2014,,,,,RN,,Healthcare/Medical Services,Charlestown,MA
1434668,,27,Female,White,2014,Nursing,,,,RN,,Healthcare/Medical Services,Millis,MA
1474102,,29,Female,,2014,Nursing,,,,RN,,Healthcare/Medical Services,Roslindale,MA
1476337,,33,Female,White,2014,Nursing,,,,RN,,Healthcare/Medical Services,Framingham,MA
1465426,,25,Female,,2015,Nursing,,,,RN,,Healthcare/Medical Services,Allston,MA
1661083,,40,Female,White,2016,Nursing,,Biology,,RN,,Healthcare/Medical Services,Saugus,MA
10054755,,57,Female,,1983,Nursing,,,,RN,Nurse,Health/Fitness,Nantucket,MA
234845,,44,Female,White,1996,Nursing,,,,rn,,Health/Fitness,Accord,MA
1443019,,39,Female,Black or African American,2013,Nursing,,,,RN,,Health/Fitness,Stoughton,MA
1401182,,33,Female,,2012,Nursing,,,,RN,Nurse,Government - Federal,Edison,NJ
1214929,,28,Female,,2013,Nursing,,,,RN,,Education - Higher,Glen Rock,NJ
1461015,,28,Female,,2013,Nursing,,,,RN,,Education - Higher,Pomfret Center,CT
10024751,,46,Female,,1964,Nursing,,,,Rn,,,New City,NY
10048431,,56,Female,,1984,Management,,,,Rn,,,Seattle,WA
98096,,54,Female,White,1989,Nursing,Sociology,,,Rn,,,Belmont,NH
102049,,52,Female,White,1989,Nutrition,,,,Rn,,,West Roxbury,MA
106108,,52,Female,White,1989,History,,,,Rn,,,Ho Ho Kus,NJ
22596,,50,Female,White,1991,Nursing,,,,Rn,,,North Andover,MA
211997,,57,Female,Black or African American,1993,Nursing,,,,Rn,,,Amherst,MA
290433,,43,Female,White,1998,Nursing,,,,RN,,,Gardiner,ME
454663,,61,Female,White,2002,Nursing,,,,Rn,,,Chestnut Hill,MA
950004,,33,Female,White,2008,Nursing,,,,RN,,,Billerica,MA
1206896,,56,Female,Black or African American,2014,Nursing,,,,RN - BSN,,Healthcare/Medical Services,Hyannis,MA
10023299,,61,Female,,1979,Nursing,,,,Rn - Staff,,,Chelmsford,MA
10049416,,57,Female,,1984,Nursing,,,,Rn - Team Leader Ed,,,Beverly,MA
974579,,38,Female,,2011,Nursing,,,,RN (float pool),,Healthcare/Medical Services,Poughkeepsie,NY
208760,,45,Female,White,1995,Nursing,,,,Rn & Certified Massage Therapist,,,Hope,ME
1172120,,49,Female,White,2009,Nursing,,,,RN BSN,,,Reading,MA
214613,,60,Female,White,1996,Nursing,,,,RN BSN HNC,,Healthcare/Medical Services,Marstons Mills,MA
1333085,,61,Female,White,2011,Nursing,,,,RN Clinical Leader,,Healthcare/Medical Services,Walpole,MA
1400445,,63,Female,White,2012,Nursing,,,,RN CM,,Healthcare/Medical Services,Whitman,MA
10019031,,67,Female,Black or African American,1973,Nursing,,,,Rn Cnm,,,Brooklyn,NY
10031250,,46,Female,,1962,Nursing,,,,RN Consultant,,,Ocala,FL
468746,,38,Female,White,2003,Nursing,,,,RN Critical Care,,,Brookline,MA
1473895,,34,Female,White,2014,Nursing,,,,RN Healthcare Supervisor,,Healthcare/Medical Services,Quincy,MA
1020538,,47,Female,White,2009,Nursing,,,,RN OB/GYN,,Healthcare/Medical Services,Wayland,MA
136227,,53,Female,White,1993,Nursing,,,,RN Pediatric Home Care Nurse,,,Natick,MA
10046701,,56,Female,,1984,Nursing,,,,RN Reproductive Medicine,,Healthcare/Medical Services,Sudbury,MA
1037273,,36,Female,White,2008,Nursing,,,,RN- Burn Unit,,Healthcare/Medical Services,Boston,MA
1200321,,28,Female,White,2012,Nursing,,,,RN-BSN,,Healthcare/Medical Services,Pembroke,MA
10054638,,59,Female,,1981,Nursing,,,,RN-Medicine Surgical,,,Dorchester Center,MA
10008836,,61,Female,,1979,Education,,,,"RN, Bachelor of ScienceTeam Leader",,,Nobleboro,ME
10051084,,54,Female,,1986,Nursing,,,,"RN, BS, Clinical Nursing Supervisor",,,Ludlow,MA
502450,,39,Female,White,2003,Nursing,,Biology,Management,"RN, BSN",,Healthcare/Medical Services,Westborough,MA
1162143,,33,Female,White,2008,Biology,,,,"RN, BSN",Nurse,Healthcare/Medical Services,Philadelphia,PA
246268,,44,Female,Asian,1997,Nursing,,,,"Rn, Bsn",,,Danvers,MA
1153895,,37,Female,White,2008,Nursing,,,,"RN, Clinical Trials Coordinator",,Healthcare/Medical Services,La Jolla,CA
1447878,,29,Female,,2013,Nursing,,,,"RN, Intensive Care Unit",,Healthcare/Medical Services,North Bay Village,FL
1460834,,29,Female,,2013,Nursing,,,,"RN, Medical Oncology",,Healthcare/Medical Services,Revere,MA
1438066,,29,Female,,2013,Nursing,,,,"RN, Multi-Specialty Unit",,Healthcare/Medical Services,Tucson,AZ
10049792,,59,Female,,1982,Nursing,,,,"RN, Senior Clinical Consultant",,Insurance - Medical,Scarborough,ME
1371677,,28,Female,,2013,Nursing,,,,"RN, Snuggery- L + D/postpartum",,Healthcare/Medical Services,Colorado Springs,CO
